Model,Best_CV_F1,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_ROC_AUC,Classification_Threshold
Gradient Boosting,0.8044606468948003,0.9430992736077481,0.9242424242424242,0.7672955974842768,0.8384879725085911,0.9778884142834243,0.25000000000000006
